source,id,publisher,city,borough,year,start_page,end_page,column_count,sample_page,key_page,page_offset,holding_institution,title,notes
ia,donnelleysredbo1928reub_0,Donnelley,New York,,1928,,,,,,,Internet Archive,Donnelley's Red Book Classified Telephone Directory; Queens,PHONEBOOK
ia,donnelleysredboo1927reub,Donnelley,New York,,1927,,,,,,,Internet Archive,Donnelley's Red Book Classified Telephone Directory; Brooklyn,PHONEBOOK
ia,1887BPL,Lain,Brooklyn,Brooklyn,1887,,,,,,,Internet Archive,"Lain's Brooklyn Directory for the year ending May 1, 1887",
ia,1897BPL,Lain,Brooklyn,Brooklyn,1897,,,,,,,Internet Archive,"Lain & Healy's Brooklyn Directory for the year ending May 1, 1897",REVIEW: matches held-out eval signature — keep OUT of harvest set or confirm
ia,1862BPL,,Brooklyn,Brooklyn,1862,,,,,,,Internet Archive,"Brooklyn City Directory for the year ending May 1, 1862",
ia,brooklynnewyorkc1935newy,,New York,,1935,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,brooklynnewyorkc1941newy,,New York,,1941,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,brooklynnewyorkc1951newy,,New York,,1951,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,brooklynnewyorkc1953newy,,New York,,1953,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,brooklynnewyorkc1963newy,,New York,,1963,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,brooklynnewyorkc1965newy,,New York,,1965,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,brooklynnewyork1937reub_0,,New York,,1937,,,,,,,Internet Archive,"Brooklyn, New York City, Classified Telephone Directory",PHONEBOOK
ia,brooklynnewyork1938newy_0,,New York,,1938,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,1908BPL,Upington,New York,Brooklyn,1908,,,,,,,Internet Archive,"Upington's General Directory of the Borough of Brooklyn, City of New York, for the year 1908",
ia,1857BPL,Smith,Brooklyn,Brooklyn,1857,,,,,,,Internet Archive,"Smith's Brooklyn Directory for the year ending May 1, 1857",
ia,1876BPL,,Brooklyn,Brooklyn,1876,,,,,,,Internet Archive,"The Brooklyn City and Business Directory for the year ending May 1, 1876",
ia,micro_IABROOKLYN_0034,Smith,Brooklyn,Brooklyn,1855,,,,,,,Internet Archive,"Smith's Brooklyn City Directory for the year ending May 1st, 1856",
ia,brooklynnewyork1942reub_0,,New York,,1942,,,,,,,Internet Archive,"Brooklyn, New York City, Classified Telephone Directory",PHONEBOOK
ia,brooklynnewyorkc1940newy,,New York,,1940,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,micro_IABROOKLYN_0019,,Brooklyn,Brooklyn,1843,,,,,,,Internet Archive,Brooklyn Alphabetical and Street Directory and Yearly Advertiser for 1843 & 1844,
ia,brooklynnewyorkc1939newy,,New York,,1939,,,,,,,Internet Archive,"Brooklyn, New York City, Telephone Directory",PHONEBOOK
ia,micro_IABROOKLYN_0048,Reynolds,Williamsburgh,Brooklyn,1854,,,,,,,Internet Archive,Reynolds' Directory of the City of Williamsburgh and Business Advertiser for 1854,
ia,micro_IABROOKLYN_0031,Hearnes,Brooklyn,Brooklyn,1853/54,,,,,,,Internet Archive,Hearnes' Brooklyn City Directory for 1853-1854,
ia,micro_IABROOKLYN_0045,Reynolds,Williamsburgh,Brooklyn,1851/52,,,,,,,Internet Archive,"Reynolds' Williamsburgh Directory, Village Register and Business Advertiser for 1851-1852",
ia,micro_IABROOKLYN_0006,Spooner,Brooklyn,Brooklyn,1829,,,,,,,Internet Archive,Spooner's Brooklyn Directory for the year 1829,
ia,micro_IABROOKLYN_0039,,Brooklyn,Brooklyn,1858,,,,,,,Internet Archive,"The Brooklyn City Directory for the year ending May 1st, 1859",
ia,micro_IABROOKLYN_0033,Smith,Brooklyn,Brooklyn,1854,,,,,,,Internet Archive,Smith's Brooklyn City Directory for 1854 & 1855,
ia,micro_IABROOKLYN_0040,,Brooklyn,Brooklyn,1859,,,,,,,Internet Archive,"The Brooklyn Directory for the year ending May 1st, 1860",
ia,micro_IABROOKLYN_0029,Hearnes,Brooklyn,Brooklyn,1851/52,,,,,,,Internet Archive,Hearnes' Brooklyn City Directory for 1851-1852,
ia,brooklynalphabet1843unse,,Brooklyn,Brooklyn,1843,,,,,,,Internet Archive,"Brooklyn alphabetical and street directory, and yearly advertiser.",
ia,brooklyncitydire1848teal,,Brooklyn,Brooklyn,1848,,,,,,,Internet Archive,"Brooklyn city directory, and annual advertiser, for the years ...",
ia,doggettsnewyorkc1845dogg,Doggett,New York,Manhattan,1845,13,,2,,,,Internet Archive,"Doggett's New-York City directory, for ...",
ia,doggettsnewyorkc1846dogg,Doggett,New York,Manhattan,1846,,,2,,,,Internet Archive,"Doggett's New-York City directory, for ...",
ia,doggettsnewyorkc1847dogg,Doggett,New York,Manhattan,1847,,,2,,,6,Internet Archive,"Doggett's New-York City directory, for ...","offset +6->+8 ~const (jp2 158=p.152, 368=p.360); 2 col; visually sampled 2026-06-19"
ia,doggettsnewyorkc1848dogg,Doggett,New York,Manhattan,1848,,,2,,,,Internet Archive,"Doggett's New-York City directory, for ...",
ia,hearnesbrooklync1850unse,Hearnes,Brooklyn,Brooklyn,1850,,,,,,,Internet Archive,Hearnes' Brooklyn city directory for ...,
ia,hearnesbrooklync1852unse,Hearnes,Brooklyn,Brooklyn,1852,,,,,,,Internet Archive,Hearnes' Brooklyn city directory for ...,
ia,longworthsameric2618long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,longworthsameric3818long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,longworthsameric4018long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,longworthsameric4818long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,longworthsameric6018long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,longworthsameric6118long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,longworthsameric6518long,Longworth,New York,Manhattan,,,,1,,,,Internet Archive,"Longworth's American almanack, New-York register, and city directory: for the ... year of American independence.",year not in IA metadata (id code may = Nth yr of independence)
ia,merceinscitydire00merc,Mercein,New York,Manhattan,1820,,,,,,,Internet Archive,"Mercein's city directory, New-York register, and almanac, for the forty-fifth year of American independence. Containing, beside the list of duties, ba",
ia,newyorkbrooklynd00durs,,New York,,1786/96,,,,,,,Internet Archive,"New York and Brooklyn directory, 1786-1796","covers Brooklyn, Manhattan"
ia,newyorkcitydirec00rode,Rode,New York,Manhattan,1851,,,,,,,Internet Archive,"The New York City directory, for ..",
ia,newyorkdirectory00dunc,Duncan,New York,Manhattan,1794,,,,,,,Internet Archive,"New-York directory, and register, for the year 1794. Illustrated with a new and accurate plan of the city and part of Long-Island, exactly laid down,",
ia,newyorkdirectory00durs,,New York,Manhattan,1910,,,,,,,Internet Archive,New York directory.,year = IA catalog date (spine title only; publisher unidentified)
ia,newyorkdirectory00durs_0,Franks,New York,Manhattan,1786,,,1,,,,Internet Archive,New York directory : containing a valuable and well calculated almanack ... /,1874 F.B. Patterson reprint of the 1786 first edition (Durst/Avery); 3rd copy of the 1786 directory
ia,newyorkdirectory00fran,Franks,New York,Manhattan,1786,,,1,,,,Internet Archive,The New York directory for 1786,
ia,newyorkdirectory00fran_0,Franks,New York,Manhattan,1786,,,1,,,,Internet Archive,"New York directory for 1786,",
ia,trowsnewyorkcity1857trow,Trow,New York,Manhattan,1857,,,,,,,Internet Archive,Trow's New York city directory.,
ia,trowsnewyorkcity1859trow,Trow,New York,Manhattan,1859,,,,,,,Internet Archive,Trow's New York city directory.,
ia,trowsnewyorkcity1863trow,Trow,New York,Manhattan,1863,,,,,,,Internet Archive,Trow's New York city directory.,
ia,trowsnewyorkcity1876trow,Trow,New York,Manhattan,1876,,,,,,,Internet Archive,Trow's New York city directory.,
loc,01015253,Spooner,Brooklyn,Brooklyn,,,,,,,,Library of Congress,The Brooklyn city directory,serial (18--c1912); sampled volume = Lain 1881 (24th annual) - no persons listing page captured; resample needed
loc,96203733,Franks,New York,Manhattan,1786,,,1,,,,Library of Congress,"The New-York directory for 1786 : containing, a valuable and well calculated almanack, tables of the different coins",1876 Disturnell reprint; same work as IA newyorkdirectory00fran
ia,trowsgeneraldir1903p3trow,Trow,New York,,1903,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldir1913p2trow,Trow,New York,,1913,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 2"
ia,trowsgeneraldir1914p2trow,Trow,New York,,1914,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 2"
ia,brooklynnewyor1912p3broo,,New York,Brooklyn,1912,,,,,,,Internet Archive,"Brooklyn, New York, city directory",part 3
ia,brooklynnewyorkc1906geor,,New York,Brooklyn,1906,,,,,,,Internet Archive,"Brooklyn, New York, city directory",
ia,trowsgeneraldir1908p3trow,Trow,New York,,1908,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldire19131trow,Trow,New York,,1913,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan"
ia,trowsgeneraldir1908p2trow,Trow,New York,,1908,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 2"
ia,trowsgeneraldir1912p2trow,Trow,New York,,1912,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 2"
ia,trowsgeneraldir1911p3trow,Trow,New York,,1911,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldire19091trow,Trow,New York,,1909,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan"
ia,trowsgeneraldir1904p3trow,Trow,New York,,1904,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldir1906p3trow,Trow,New York,,1906,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldir1907p3trow,Trow,New York,,1907,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldir1910p1trow,Trow,New York,,1910,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 1"
ia,brooklynnewyorkc1903geor,,New York,Brooklyn,1903,,,,,,,Internet Archive,"Brooklyn, New York, city directory",
ia,trowsgeneraldir1906p1trow,Trow,New York,,1906,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 1"
ia,trowsgeneraldir1908p1trow,Trow,New York,,1908,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 1"
ia,trowsgeneraldire1853trow,Trow,New York,,,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York",REVIEW: IA year 1853 inconsistent with 'Manhattan & Bronx' title (postdates Bronx annexation) - verify edition
ia,longworthsameric1839newy,Longworth,New York,Manhattan,1839,,,1,,,6,Internet Archive,"Longworth's American almanac, New-York register and city directory",
ia,trowsgeneraldir1913p1trow,Trow,New York,,1913,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 1"
ia,brooklynnewyorkc1909geor,,New York,Brooklyn,1909,,,,,,,Internet Archive,"Brooklyn, New York, city directory",
ia,brooklynnewyork1903p1geor,,New York,Brooklyn,1903,,,,,,,Internet Archive,"Brooklyn, New York, city directory",part 1
ia,trowsgeneraldir1904p1trow,Trow,New York,,1904,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 1"
ia,trowsgeneraldir1909p3trow,Trow,New York,,1909,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 3"
ia,trowsgeneraldir1910p2trow,Trow,New York,,1910,,,,,,,Internet Archive,"Trow's general directory of the boroughs of Manhattan and Bronx, city of New York","covers Bronx, Manhattan | part 2"
